Dataset,Modality,Method,Stage,Fold,Accuracy,Positive F1,Precision,Recall,Macro-F1,Negative F1,AUROC,Support Negative,Support Positive,Confusion Matrix,Invalid Qwen Outputs,Fold Coverage,Protocol
daic,text_only,xgb_fixed,cv,2,0.8214285714285714,0.7058823529411765,0.6666666666666666,0.75,0.7888386123680242,0.8717948717948718,0.9,20,8,"[[17, 3], [2, 6]]",0,1,symmetric_merged_cv
daic,text_only,xgb_optuna,cv,2,0.7857142857142857,0.625,0.625,0.625,0.7375,0.85,0.89375,20,8,"[[17, 3], [3, 5]]",0,1,symmetric_merged_cv
cmdc,text_only,qwen,cv,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,5,"[[10, 0], [0, 5]]",0,1,symmetric_merged_cv
cmdc,text_only,logreg,cv,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,5,"[[10, 0], [0, 5]]",0,1,symmetric_merged_cv
cmdc,text_only,xgb_fixed,cv,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,5,"[[10, 0], [0, 5]]",0,1,symmetric_merged_cv
cmdc,text_only,xgb_optuna,cv,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,5,"[[10, 0], [0, 5]]",0,1,symmetric_merged_cv
turkish,text_only,qwen,cv,2,0.625,0.7428571428571428,0.7222222222222222,0.7647058823529411,0.5252747252747252,0.30769230769230765,0.6470588235294118,7,17,"[[2, 5], [4, 13]]",0,1,symmetric_merged_cv
turkish,text_only,logreg,cv,2,0.6666666666666666,0.7647058823529412,0.7647058823529411,0.7647058823529411,0.5966386554621849,0.42857142857142855,0.5966386554621849,7,17,"[[3, 4], [4, 13]]",0,1,symmetric_merged_cv
turkish,text_only,xgb_fixed,cv,2,0.625,0.7428571428571428,0.7222222222222222,0.7647058823529411,0.5252747252747252,0.30769230769230765,0.6302521008403361,7,17,"[[2, 5], [4, 13]]",0,1,symmetric_merged_cv
turkish,text_only,xgb_optuna,cv,2,0.625,0.7428571428571428,0.7222222222222222,0.7647058823529411,0.5252747252747252,0.30769230769230765,0.6050420168067226,7,17,"[[2, 5], [4, 13]]",0,1,symmetric_merged_cv
d3tec,text_only,qwen,cv,2,0.7692307692307693,0.6666666666666666,1.0,0.5,0.7450980392156863,0.8235294117647058,0.7857142857142857,7,6,"[[7, 0], [3, 3]]",0,1,symmetric_merged_cv
d3tec,text_only,logreg,cv,2,0.6153846153846154,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5751633986928104,0.7058823529411764,0.6904761904761905,7,6,"[[6, 1], [4, 2]]",0,1,symmetric_merged_cv
d3tec,text_only,xgb_fixed,cv,2,0.6923076923076923,0.5,1.0,0.3333333333333333,0.6388888888888888,0.7777777777777778,0.7380952380952381,7,6,"[[7, 0], [4, 2]]",0,1,symmetric_merged_cv
d3tec,text_only,xgb_optuna,cv,2,0.6923076923076923,0.5,1.0,0.3333333333333333,0.6388888888888888,0.7777777777777778,0.7619047619047619,7,6,"[[7, 0], [4, 2]]",0,1,symmetric_merged_cv
androids_interview,text_only,qwen,cv,2,0.782608695652174,0.8,0.6666666666666666,1.0,0.7809523809523811,0.761904761904762,0.9884615384615385,13,10,"[[8, 5], [0, 10]]",0,1,symmetric_merged_cv
androids_interview,text_only,logreg,cv,2,0.8695652173913043,0.8695652173913044,0.7692307692307693,1.0,0.8695652173913044,0.8695652173913044,1.0,13,10,"[[10, 3], [0, 10]]",0,1,symmetric_merged_cv
androids_interview,text_only,xgb_fixed,cv,2,0.782608695652174,0.8,0.6666666666666666,1.0,0.7809523809523811,0.761904761904762,0.9846153846153847,13,10,"[[8, 5], [0, 10]]",0,1,symmetric_merged_cv
androids_interview,text_only,xgb_optuna,cv,2,0.782608695652174,0.8,0.6666666666666666,1.0,0.7809523809523811,0.761904761904762,0.9923076923076923,13,10,"[[8, 5], [0, 10]]",0,1,symmetric_merged_cv
daic,text_only,qwen,cv,3,0.6785714285714286,0.39999999999999997,0.42857142857142855,0.375,0.5902439024390244,0.7804878048780488,0.775,20,8,"[[16, 4], [5, 3]]",0,1,symmetric_merged_cv
daic,text_only,logreg,cv,3,0.7857142857142857,0.5714285714285715,0.6666666666666666,0.5,0.7142857142857144,0.8571428571428572,0.775,20,8,"[[18, 2], [4, 4]]",0,1,symmetric_merged_cv
daic,text_only,xgb_fixed,cv,3,0.7142857142857143,0.42857142857142855,0.5,0.375,0.6190476190476191,0.8095238095238095,0.75,20,8,"[[17, 3], [5, 3]]",0,1,symmetric_merged_cv
daic,text_only,xgb_optuna,cv,3,0.7142857142857143,0.42857142857142855,0.5,0.375,0.6190476190476191,0.8095238095238095,0.74375,20,8,"[[17, 3], [5, 3]]",0,1,symmetric_merged_cv
cmdc,text_only,qwen,cv,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,5,"[[10, 0], [0, 5]]",0,1,symmetric_merged_cv
cmdc,text_only,logreg,cv,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,5,"[[10, 0], [0, 5]]",0,1,symmetric_merged_cv
cmdc,text_only,xgb_fixed,cv,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,5,"[[10, 0], [0, 5]]",0,1,symmetric_merged_cv
cmdc,text_only,xgb_optuna,cv,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,5,"[[10, 0], [0, 5]]",0,1,symmetric_merged_cv
turkish,text_only,qwen,cv,3,0.6086956521739131,0.7272727272727272,0.7058823529411765,0.75,0.5174825174825174,0.30769230769230765,0.7410714285714286,7,16,"[[2, 5], [4, 12]]",0,1,symmetric_merged_cv
turkish,text_only,logreg,cv,3,0.6956521739130435,0.787878787878788,0.7647058823529411,0.8125,0.6247086247086248,0.4615384615384615,0.7857142857142857,7,16,"[[3, 4], [3, 13]]",0,1,symmetric_merged_cv
turkish,text_only,xgb_fixed,cv,3,0.6521739130434783,0.75,0.75,0.75,0.5892857142857143,0.42857142857142855,0.7410714285714286,7,16,"[[3, 4], [4, 12]]",0,1,symmetric_merged_cv
turkish,text_only,xgb_optuna,cv,3,0.6521739130434783,0.75,0.75,0.75,0.5892857142857143,0.42857142857142855,0.7053571428571429,7,16,"[[3, 4], [4, 12]]",0,1,symmetric_merged_cv
d3tec,text_only,qwen,cv,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2222222222222222,6,6,"[[1, 5], [5, 1]]",0,1,symmetric_merged_cv
d3tec,text_only,logreg,cv,3,0.25,0.30769230769230765,0.2857142857142857,0.3333333333333333,0.24475524475524474,0.1818181818181818,0.1388888888888889,6,6,"[[1, 5], [4, 2]]",0,1,symmetric_merged_cv
d3tec,text_only,xgb_fixed,cv,3,0.25,0.1818181818181818,0.2,0.16666666666666666,0.24475524475524474,0.30769230769230765,0.25,6,6,"[[2, 4], [5, 1]]",0,1,symmetric_merged_cv
d3tec,text_only,xgb_optuna,cv,3,0.25,0.1818181818181818,0.2,0.16666666666666666,0.24475524475524474,0.30769230769230765,0.2222222222222222,6,6,"[[2, 4], [5, 1]]",0,1,symmetric_merged_cv
androids_interview,text_only,qwen,cv,3,0.5217391304347826,0.6206896551724137,0.8181818181818182,0.5,0.486815415821501,0.35294117647058826,0.7111111111111111,5,18,"[[3, 2], [9, 9]]",0,1,symmetric_merged_cv
androids_interview,text_only,logreg,cv,3,0.5652173913043478,0.6428571428571429,0.9,0.5,0.5436507936507937,0.4444444444444444,0.6555555555555556,5,18,"[[4, 1], [9, 9]]",0,1,symmetric_merged_cv
androids_interview,text_only,xgb_fixed,cv,3,0.5217391304347826,0.6206896551724137,0.8181818181818182,0.5,0.486815415821501,0.35294117647058826,0.7111111111111111,5,18,"[[3, 2], [9, 9]]",0,1,symmetric_merged_cv
androids_interview,text_only,xgb_optuna,cv,3,0.5217391304347826,0.6206896551724137,0.8181818181818182,0.5,0.486815415821501,0.35294117647058826,0.7444444444444445,5,18,"[[3, 2], [9, 9]]",0,1,symmetric_merged_cv
daic,text_only,qwen,cv,4,0.7142857142857143,0.0,0.0,0.0,0.41666666666666663,0.8333333333333333,0.634375,20,8,"[[20, 0], [8, 0]]",0,1,symmetric_merged_cv
daic,text_only,logreg,cv,4,0.75,0.36363636363636365,0.6666666666666666,0.25,0.604040404040404,0.8444444444444444,0.64375,20,8,"[[19, 1], [6, 2]]",0,1,symmetric_merged_cv
daic,text_only,xgb_fixed,cv,4,0.7142857142857143,0.0,0.0,0.0,0.41666666666666663,0.8333333333333333,0.75,20,8,"[[20, 0], [8, 0]]",0,1,symmetric_merged_cv
daic,text_only,xgb_optuna,cv,4,0.75,0.2222222222222222,1.0,0.125,0.5366430260047281,0.851063829787234,0.6875,20,8,"[[20, 0], [7, 1]]",0,1,symmetric_merged_cv
cmdc,text_only,qwen,cv,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,5,"[[10, 0], [0, 5]]",0,1,symmetric_merged_cv
cmdc,text_only,logreg,cv,4,0.9333333333333333,0.888888888888889,1.0,0.8,0.9206349206349207,0.9523809523809523,1.0,10,5,"[[10, 0], [1, 4]]",0,1,symmetric_merged_cv
cmdc,text_only,xgb_fixed,cv,4,0.9333333333333333,0.888888888888889,1.0,0.8,0.9206349206349207,0.9523809523809523,1.0,10,5,"[[10, 0], [1, 4]]",0,1,symmetric_merged_cv
cmdc,text_only,xgb_optuna,cv,4,0.9333333333333333,0.888888888888889,1.0,0.8,0.9206349206349207,0.9523809523809523,1.0,10,5,"[[10, 0], [1, 4]]",0,1,symmetric_merged_cv
turkish,text_only,qwen,cv,4,0.6956521739130435,0.787878787878788,0.7647058823529411,0.8125,0.6247086247086248,0.4615384615384615,0.7008928571428571,7,16,"[[3, 4], [3, 13]]",0,1,symmetric_merged_cv
turkish,text_only,logreg,cv,4,0.6956521739130435,0.7999999999999999,0.7368421052631579,0.875,0.5818181818181818,0.36363636363636365,0.6696428571428571,7,16,"[[2, 5], [2, 14]]",0,1,symmetric_merged_cv
turkish,text_only,xgb_fixed,cv,4,0.6956521739130435,0.787878787878788,0.7647058823529411,0.8125,0.6247086247086248,0.4615384615384615,0.6964285714285714,7,16,"[[3, 4], [3, 13]]",0,1,symmetric_merged_cv
turkish,text_only,xgb_optuna,cv,4,0.6956521739130435,0.787878787878788,0.7647058823529411,0.8125,0.6247086247086248,0.4615384615384615,0.6875,7,16,"[[3, 4], [3, 13]]",0,1,symmetric_merged_cv
d3tec,text_only,qwen,cv,4,0.5454545454545454,0.0,0.0,0.0,0.3529411764705882,0.7058823529411764,0.5833333333333334,6,5,"[[6, 0], [5, 0]]",0,1,symmetric_merged_cv
d3tec,text_only,logreg,cv,4,0.36363636363636365,0.22222222222222224,0.25,0.2,0.3418803418803419,0.4615384615384615,0.4666666666666667,6,5,"[[3, 3], [4, 1]]",0,1,symmetric_merged_cv
d3tec,text_only,xgb_fixed,cv,4,0.6363636363636364,0.6,0.6,0.6,0.6333333333333333,0.6666666666666666,0.6333333333333333,6,5,"[[4, 2], [2, 3]]",0,1,symmetric_merged_cv
d3tec,text_only,xgb_optuna,cv,4,0.6363636363636364,0.6666666666666666,0.5714285714285714,0.8,0.6333333333333333,0.6,0.5666666666666667,6,5,"[[3, 3], [1, 4]]",0,1,symmetric_merged_cv
androids_interview,text_only,qwen,cv,4,0.8260869565217391,0.7999999999999999,0.8888888888888888,0.7272727272727273,0.823076923076923,0.8461538461538461,0.8863636363636364,12,11,"[[11, 1], [3, 8]]",0,1,symmetric_merged_cv
androids_interview,text_only,logreg,cv,4,0.782608695652174,0.761904761904762,0.8,0.7272727272727273,0.7809523809523811,0.8,0.9393939393939394,12,11,"[[10, 2], [3, 8]]",0,1,symmetric_merged_cv
androids_interview,text_only,xgb_fixed,cv,4,0.8260869565217391,0.7999999999999999,0.8888888888888888,0.7272727272727273,0.823076923076923,0.8461538461538461,0.8712121212121212,12,11,"[[11, 1], [3, 8]]",0,1,symmetric_merged_cv
androids_interview,text_only,xgb_optuna,cv,4,0.782608695652174,0.761904761904762,0.8,0.7272727272727273,0.7809523809523811,0.8,0.8863636363636364,12,11,"[[10, 2], [3, 8]]",0,1,symmetric_merged_cv
